-0.33772385	-0.32283682	-0.30148807	0.29374477	-0.3530176	-0.35722908	0.36438948	0.32457116	-0.35727867	0.24891223	-0.2778698	0.27850544	-0.34095383	0.3543165	0.31236112	0.26581964
-0.56651723	-0.5500116	-0.5290548	0.58298564	-0.53354305	-0.6105734	0.6014095	0.63181144	-0.5987627	0.47135606	-0.5764626	0.54967266	-0.5513874	0.53147024	0.5643706	0.5339549
0.028412038	-0.034759548	-0.051639676	0.031156005	-0.024300452	-0.06446207	0.047402266	0.071034506	-0.043830577	0.035500553	-0.026468758	0.0152821345	-0.03819899	-0.00574527	-0.021949152	-0.013625443
0.40791994	0.3262918	0.39049262	-0.32129255	0.40837017	0.377161	-0.34068012	-0.30981013	0.3969282	-0.35371116	0.3308263	-0.30542904	0.35140043	-0.3762534	-0.33048674	-0.35597765
0.25472763	0.27740005	0.29263046	-0.21203253	0.23638736	0.23034017	-0.24277572	-0.22615485	0.31473112	-0.25975928	0.29342702	-0.20712844	0.25628373	-0.30004624	-0.28276724	-0.30189794
-1.8567303	-1.6318405	-1.7756083	1.6788957	-1.7811743	-1.8807315	1.8788459	1.834036	-1.7947888	1.7145593	-1.7431208	1.7378579	-1.8420284	1.6924498	1.8235896	1.8204391
-0.72974086	-0.636272	-0.6616658	0.67595387	-0.6771568	-0.68671376	0.64500624	0.6308976	-0.6536767	0.6667046	-0.64550006	0.6275993	-0.7016152	0.6170468	0.6489923	0.6318468
-0.32745826	-0.22083904	-0.24769896	0.22176436	-0.32923257	-0.33854708	0.255087	0.34187463	-0.28237948	0.24944893	-0.24129464	0.2565818	-0.3069045	0.2638278	0.32177055	0.2352372
-0.19115663	-0.16607133	-0.19971752	0.23237559	-0.25326794	-0.20918167	0.22133218	0.24295978	-0.24806103	0.2056408	-0.20819321	0.16493158	-0.21726075	0.25061637	0.211117	0.18905585
0.8067642	0.716638	0.71368486	-0.7690081	0.7695005	0.79727846	-0.83237606	-0.8211353	0.8524357	-0.7297712	0.7527508	-0.71599597	0.8247331	-0.7063721	-0.71985775	-0.8008738
-0.028355796	0.015610227	0.0018603486	0.044089686	0.004648307	-0.016986182	0.054847196	0.025026558	0.01554849	0.005922205	0.0038820654	0.043830294	-0.03437944	0.019575642	-0.016297868	-0.0019236016
