-0.026880853	-0.05524417	0.008123198	-0.02578573	0.008886881	0.037782453	-0.02541308	0.13265197	-0.02732909	-0.05254396	-0.010276372	0.089141175	-0.018512333	-0.08557924	-0.03137224	-0.031122042
0.09925035	-0.14243908	0.0013357002	-0.00565333	-0.0044733705	0.052984983	0.020707704	0.15082555	0.013804792	0.0068988837	-0.0761219	0.030705763	-0.028736496	-0.03888042	-0.02822452	-0.048799977
0.042569894	-0.07260148	-8.178903e-05	-0.030439172	0.0030664743	0.07158575	-0.014955324	0.14546296	-0.02747803	0.05194275	-0.09364131	-0.023936508	-0.07304036	-0.08748467	0.030959362	-0.0027381303
0.06154929	-0.0681216	0.016862774	-0.07180736	-0.0532656	0.06387561	-0.0035310455	0.090612076	-0.006751084	-0.058289092	-0.05051641	-0.014058866	-0.07295407	-0.022610966	-0.013931624	0.004080961
-0.022083722	-0.062722996	-0.009279703	-0.022754712	-0.07259923	0.08306432	-0.06286276	0.108363636	-0.015511815	0.026579622	-0.09107566	0.10798786	-0.07410096	-0.035164464	-0.001647955	0.0012587289
0.08084993	-0.13472901	-0.006649126	-0.07516993	-0.028248373	-0.01986317	-0.07581847	0.12611082	-0.02696073	-0.03391563	-0.013190174	0.010356705	-0.025008943	-0.017236166	-0.032894406	0.053010486
-0.0067428327	-0.0405877	-0.0011667017	0.017170284	-7.799007e-05	0.06393675	-0.00011302732	0.13476184	0.006434898	-0.011663957	-0.07072396	0.05384565	0.054284494	-0.053919017	0.019166632	-0.0030550864
0.0757406	-0.058095284	-0.02108267	-0.02942081	-0.037184242	-0.0057398104	-0.003002724	0.117987834	-0.038878884	-0.057656348	-0.036347844	-0.005857684	-0.097367845	0.042208448	-0.013659567	-0.04825079
0.01072971	-0.047273014	0.004369407	-0.02301378	-0.09349997	0.037769817	-0.028097976	0.14303422	-0.019341584	-0.080690786	-0.02752401	0.008883834	0.007866686	-0.038155004	0.04518054	-0.04135515
-0.03094305	-0.068175726	-0.0045171254	0.010477173	-0.04032263	0.015507836	-0.016371097	0.07450728	-0.053815108	0.02364339	-0.08633598	-0.026630031	0.0019427673	-0.050576396	0.03813276	-0.007918353
-0.044705793	-0.105155334	0.0043401606	-0.024446702	0.045804936	0.011383936	-0.01682281	0.13748424	0.05636141	-0.0059727556	0.0040525435	0.03069322	0.05516213	-0.055554114	0.019224184	-0.05851616
-0.07151475	-0.014494235	0.047660045	-0.030328913	-0.08893713	-0.02833205	-0.048965886	0.16059801	0.0534632	-0.060830012	-0.069565386	0.02706317	0.047200367	0.006340721	-0.093198046	-0.025634607
0.056537252	-0.022114072	0.07108081	-0.07597651	0.006374736	0.0808104	0.025327686	0.076018505	0.016678099	-0.06043396	-0.07545088	-0.012487154	-0.012018389	0.006032644	-0.041867714	-0.009681121
0.075623065	0.011316569	-0.049908645	0.004563244	0.037639353	0.1135741	-0.06025326	0.038859252	-0.016326023	-0.017108757	-0.061595395	0.0011091396	0.037693534	0.060047824	-0.052972477	-0.0090712365
0.011643225	-0.07988045	-0.02882749	-0.005313053	0.07372422	-0.044596877	0.050373964	0.029976027	-0.029096378	-0.01978082	-0.09600405	0.06799167	-0.009024386	-0.0060892142	0.06080942	-0.032126613
-0.02190284	0.0011109659	-0.037412684	-0.061743103	0.025170682	0.055557873	0.016636325	0.18723272	0.052999526	-0.016873373	-0.011230101	0.0713231	-0.022767516	-0.01449232	0.008080653	0.0023519115
0.04225444	-0.041118413	0.015332972	0.012318663	0.07000726	-0.007111528	0.01824627	0.13396087	0.081040815	-0.049986377	-0.05626224	0.05611685	-0.07124178	-0.06990316	-0.02143146	0.00633517
0.07411258	-0.09753611	-0.005191725	-0.10714468	0.009689612	-0.0032664062	0.0030676979	0.028545585	-0.030466702	-0.057734713	-0.055114403	-0.008045718	0.06382547	-0.01842057	-0.10232778	-0.012260541
-0.015110546	-0.038085155	-0.0025520844	-0.060370985	0.007967015	0.045230903	-0.007486725	0.05363781	0.015400504	-0.079376034	-0.030645352	0.0014269737	0.0067907004	-0.07151341	-0.041537043	0.008649914
0.02403144	-0.022346282	0.036503818	-0.111066446	-0.011342559	0.17479734	0.047604494	0.14935309	0.022852182	0.008798633	-0.07275585	-0.006343317	-0.016535012	-0.10072676	-0.06815387	-0.017923333
0.030494498	-0.08138091	-0.07961685	-0.0023629984	0.04155388	0.052894626	0.018619133	0.032894053	-0.11680749	-0.02179013	-0.019678941	0.010757726	-0.055292685	-0.011373834	-0.0016390762	-0.032950148
-0.005658506	0.004102603	-0.09728165	-0.05728444	0.009696147	0.04679085	-0.10247836	0.057747126	-0.07980567	-0.022879142	-0.014189503	-0.050397437	0.08338312	0.057118475	-0.10832109	-0.09690219
-0.036791265	-0.10509438	0.070504665	-0.06314158	0.11651606	0.0024045508	0.04233881	0.028836675	-0.056761317	0.03707813	-0.09822189	0.040008463	-0.035926368	-0.14646105	0.04954737	0.057343267
0.107058235	-0.1050463	-0.04610151	0.08866556	0.04298206	-0.0035620655	-0.02780131	0.074097954	-0.09170295	0.016277842	-0.028135628	-0.010847995	-0.03128624	-0.059329182	-0.07088905	-0.0011763859
0.090217136	-0.14459199	-4.0112478e-05	0.02408815	-0.07633662	-0.054710038	0.035903003	0.069470905	-0.05283524	-0.055276673	-0.06691734	0.07466074	-0.050365575	-0.11825311	-0.03604772	-0.06655438
-0.050376672	-0.03987836	-0.027035037	-0.009573552	0.022249535	0.06606958	-0.027719704	0.15233576	0.06557611	0.02545035	0.06347111	0.047246333	0.037338518	0.05395224	-0.0012794919	-0.0143661825
0.029418875	0.00266602	0.0034835422	0.02716106	0.020346958	-0.021862524	0.004436525	0.11069646	-0.08761952	0.020201907	-0.0696968	0.0010906007	-0.17885415	-0.05056452	0.021919116	-0.093037814
-0.0070703984	-0.03497315	0.026338581	-0.0010945607	0.17971773	0.018503089	-0.021909883	0.06292718	-0.0439239	-0.046818875	-0.010343327	0.058457408	-0.085457794	0.08298997	-0.033119127	-0.003794103
0.07211377	-0.06201607	0.018175121	-0.118073	-0.07660844	0.103746295	0.031778358	-0.00026547333	-0.0004688668	0.017053835	0.0026695332	0.08460167	0.04118909	-0.06984208	-0.028877802	0.054965865
0.0057829204	0.01708852	-0.07538866	-0.013620105	-0.05059104	0.11981849	-0.01984085	0.11293423	0.052988037	0.08769574	-0.016212128	-0.016626438	0.008838713	-0.0276847	-0.015186278	-0.011021429
